,0
113,21.34286641652572
114,19.04431109011261
115,20.492079710016473
116,19.559596881803493
117,16.984025393572065
118,17.111510486781192
119,18.708559123873687
120,15.712413845139551
121,16.00440685865261
122,17.565419226584655
123,15.611631408750991
124,14.696463004915568
125,15.891803742660308
126,16.581364891476536
127,16.39295228415513
128,17.1475776657799
129,15.791383361474583
130,13.901467222378956
131,14.746952116276558
132,15.38228161266015
133,16.085055900816606
134,17.878649456044513
135,16.95340706889771
136,14.620031764550198
137,16.18129855891442
138,16.22908645753943
139,16.431539555007408
140,15.932858117604852
141,16.660955679649494
142,17.325525759804005
143,18.511044099926362
144,18.167816360735944
145,20.374027204567184
146,17.58221631264563
147,16.589893564290605
148,19.02187150553115
149,17.69729413106684
150,17.296190927205597
151,18.349061309338023
152,17.024011715049888
153,18.095981870854285
154,18.590011078935273
155,19.23571504956472
156,17.58515106039172
157,18.492095442329365
158,20.719074761774884
159,18.708128070016485
160,19.764227358992997
161,19.919426105512233
162,20.207907490087905
163,22.103760858497186
164,21.48728675205374
165,21.827273035249274
166,21.09578796411725
167,24.620368692139067
168,23.356550852327015
169,23.64666582980269
170,24.48046234460347
171,25.803920845366754
172,24.666806954617048
173,27.29742745386494
174,25.834579180913316
175,26.582465232960082
176,26.654863965377867
177,27.25053039079229
178,27.419303838353326
179,27.787817339791594
180,28.719071193339495
181,27.14917632843583
182,28.100654998794887
183,27.536623186276053
184,28.065800888628143
185,26.442089492318082
186,26.17081886942455
187,27.776267734527394
188,25.622682138953106
189,25.15437430452024
190,26.615465046539313
191,24.791773974544554
192,24.48522945396406
193,23.393525517487053
194,22.48028171052586
195,20.60197482527392
196,23.452556239685094
197,22.084334049741845
198,22.33168183996975
199,20.5597824432953
200,21.172458643479153
201,21.541287422372957
202,21.929520598846597
203,20.108936758223635
204,20.339384487881695
205,20.92881814880872
206,19.985796500390503
207,21.66300044777284
208,21.270645919283346
209,21.934076934624525
210,22.737776912811718
211,21.602997353874414
212,22.055075280059068
213,24.92714092986534
214,22.278928514926843
215,21.384196758293264
216,23.523420233123563
217,24.836057486109638
218,24.43279916303764
219,23.54468431035695
220,24.991728766721803
221,24.023776735763533
222,27.01859386838312
223,25.328629787137473
224,23.962659196412105
225,26.023619313057754
226,24.619633298194902
227,24.71812966338798
228,24.64309081151124
229,25.13425206987459
230,23.782711435382442
231,25.35707855967222
232,25.72216777054973
233,22.631681082139444
234,23.17549042753745
235,21.72527014171317
236,22.399917448898226
237,23.21178041726194
238,21.145090013421868
239,22.083952950014496
240,20.22573444523259
241,21.757022519672915
242,19.646975244490942
243,19.397249352464012
244,17.81123386950956
245,17.970021510341354
246,17.579275259686906
247,17.527538485447828
248,18.29948612872179
249,16.005386970303576
250,14.66175887455787
251,13.930257838009746
252,14.417131717769935
253,12.501907466866545
254,13.93415275763947
255,12.733228959616325
256,13.422650073856394
257,12.767854417601317
258,13.201613572650066
259,12.265318858143484
260,13.510389380279072
261,13.75805100240591
262,12.85699766147986
263,12.445505131971926
264,12.486906761382485
265,12.86271011401679
266,13.655668044157105
267,14.631269847582482
268,14.542167160289786
269,15.004638078648492
270,17.43121594880672
271,18.22475158200427
272,17.038236994364212
273,19.71488217188667
274,20.13794689440035
275,18.3567799791947
276,20.192595537267128
277,22.465989087954732
278,20.264130214240872
279,21.839994760546585
280,22.74143032558634
281,24.03854999165703
282,23.904055589089836
283,24.301777302388178
284,23.5724887544361
285,23.323408892364245
286,25.406030036773792
287,24.79365785163753
288,24.461508326063093
289,26.538273196688603
290,25.45941845967039
291,24.23607008560438
292,21.914168583671685
293,25.542117658615247
294,22.79775528734732
295,23.461645094536806
296,25.053270944189546
297,20.317383995598956
298,21.89280058112043
299,21.250091385574137
300,50.58247690725857
301,51.708799970561174
302,50.926749479471674
303,48.10957696706423
304,51.77170488926808
305,50.61291855813579
306,50.52136542158977
307,51.199406968958584
308,50.961979449014514
309,50.421922115718786
310,51.66873283527455
311,52.26485294836882
312,53.11772440620956
313,54.98093935554807
314,52.90903825919839
315,53.9830436564087
316,55.92689720446575
317,53.11647494729289
318,57.006891893572885
319,56.516561808442354
320,55.47699714164473
321,56.779049429252375
322,58.7849450891876
323,58.98716148548898
324,57.602583983915245
325,59.82200636285094
326,59.37953776715952
327,59.63378827830508
328,59.41315810854413
329,57.803246015535976
330,57.407641265233806
331,57.889406459149804
332,56.71396150762406
333,56.67499236733534
334,55.05047440527559
335,53.42902779775582
336,50.82774494581928
337,51.20005499601093
338,49.564948258276225
339,46.24942223988041
340,44.26444324089215
341,44.783016244270506
342,43.51604798787315
343,42.59304558231743
344,38.72935592505481
345,37.570333647244794
346,36.224456217165574
347,33.80901772150325
348,31.136816905705476
349,31.046943706623512
350,11.479841538289817
351,11.503029578108917
352,11.327021554273676
353,10.042372158963422
354,8.537546710531503
355,6.896957426463799
356,7.859820750421064
357,9.622167855893988
358,7.099958268355955
359,7.507763467446718
360,8.627540210104685
361,7.400578923019738
362,7.37543461426935
363,7.629089966348738
364,9.882904909093629
365,8.337847242313266
366,11.91888910205784
367,11.946590394262142
368,10.642046632685323
369,11.265815719532803
370,13.946321493902932
371,14.165628722353299
372,15.13608187147905
373,15.28093140780747
374,16.821624261044377
375,18.03269726591708
376,18.30342282739696
377,17.887588379800032
378,19.224733116362778
379,16.677937968558904
380,18.200368291670046
381,18.72710953630809
382,19.487717506853667
383,19.963573388638277
384,19.862252562888923
385,20.684244308570108
386,18.092736361703455
387,16.247421564057042
388,19.726483155610097
389,19.23436158179573
390,16.953986120858826
391,16.947494762628406
392,15.714647959636594
393,15.152845211850323
394,14.450474312458942
395,10.263265515713274
396,12.494787090240942
397,11.5498089561089
398,9.833426746825442
399,9.839852110584298
400,7.925934226161719
401,8.850114727475475
402,8.31385694471932
403,6.880272296915905
404,8.067625943800177
405,5.392331417169819
406,4.4141376336399745
407,3.324291304321204
408,4.560759259965431
409,7.118561321759803
410,5.6282873580906045
411,4.0603291371117995
412,5.262261675613709
413,5.571383559690812
414,7.321188068849757
415,6.3266538437940225
416,6.27894476356338
417,8.299347871790475
418,8.786541313503987
419,11.410305526270962
420,12.583473314873075
421,11.772769862140981
422,11.122733763562934
423,12.237154156612553
424,13.243231314897688
425,14.830224445219082
426,16.374266375519305
427,16.340432995767213
428,17.223819728671355
429,16.690747580644242
430,19.151535838303406
431,22.065217164676366
432,20.39157310423601
433,20.81018739171237
434,21.465611081911916
435,19.735013285162214
436,22.80913838109834
437,24.988516779520737
438,22.451470929512304
439,23.08044443690179
440,23.662772029963072
441,24.92703412413915
442,24.11969093946621
443,24.431369380412555
444,22.621816705511424
445,24.304682145296237
446,23.422411317322712
447,22.765113951344404
448,22.173746384684662
449,22.668150525536493
450,22.211700750146843
451,20.29716665665395
452,22.867557382231777
453,20.028524380805145
454,21.260457472948143
455,20.918747443642946
456,20.202718002015043
457,19.51222375787099
458,20.708626930533327
459,20.461540367899744
460,20.70060724425054
461,19.29372447147019
462,19.249687537298044
463,19.76902857765627
464,18.901938859253374
465,19.3663060734178
466,19.282467980227963
467,17.03257110496829
468,19.69935327018504
469,17.0946578729815
470,20.57446371905794
471,16.646044353234593
472,19.510523939523623
473,21.394797745731317
474,17.882737017547328
475,17.53898122465126
476,18.848264124224116
477,19.479601244294305
478,19.577910038499656
479,18.041783000325125
480,18.820370663855623
481,18.899653323786815
482,19.225403129100815
483,19.87947968551698
484,20.432800636775703
485,18.683345535066245
486,19.78254204128769
487,20.69209652265114
488,20.576218757001723
489,19.058573780574747
490,19.050781657741215
491,20.659494289981506
492,18.171686685555606
493,19.589595061659995
494,18.907945286874458
495,19.18586444455505
496,17.089919863037895
497,20.673188654671897
498,17.489051854399047
499,18.175721923297097
500,17.57678488521979
501,16.63046568503883
502,17.30929271624207
503,17.260679646683982
504,17.552815363804562
505,16.43786724813643
506,16.117355451088912
507,14.719705277498457
508,17.062420008651678
509,17.53914305678647
510,15.281077916228703
511,16.74098629417541
512,16.000850653046502
513,16.84944652204044
514,16.298686807228595
515,16.868802730628136
516,16.21589836267133
517,16.54414005170681
518,16.3320255228257
519,15.175434860234517
520,16.835356104198723
521,16.813373092833075
522,17.668540956324822
523,17.164089998566148
524,18.00175123284114
525,19.324650229999047
526,19.803140086932565
527,18.92199677560947
528,19.902149278079346
529,19.677803303530162
530,19.248066339236303
531,17.969711099071915
532,20.351130733806205
533,18.560537295471967
534,20.49486126055376
535,19.441915101711814
536,20.26194435875115
537,20.310666423831137
538,23.716973818509196
539,21.94063514121489
540,22.12058869638219
541,22.529235316645316
542,22.1886942551875
543,22.55699169970388
544,20.858853615050183
545,22.029012163940443
546,21.87330109667252
547,20.46420821911935
548,22.34845625264469
549,23.21369165751398
550,23.43072705760074
551,21.821501835680845
552,21.621731453328238
553,22.02524902645214
554,21.537085794203232
555,22.7738701827789
556,20.566583543334374
557,20.690166223941027
558,19.96298715582423
559,20.40393949035836
560,21.820674363735403
561,19.65919985246766
562,19.042755955311417
563,19.04493346344703
564,17.698167745261422
565,17.720536531922303
566,16.898253449801533
567,18.112094765201576
568,17.565162782520627
569,16.26223631011585
570,16.576540792474123
571,17.21923746179232
572,15.95528301319527
573,15.770379672332881
574,16.90468843611883
575,18.311701591413957
576,16.776820831390307
577,15.23786560631077
578,15.451216197488304
579,16.30341469863509
580,15.49674038521396
581,16.669821687577205
582,15.95059182338877
583,15.900614284046554
584,14.646135079435668
585,14.928900913814147
586,14.002182383846918
587,14.427740473011431
588,15.302431909698328
589,13.200261190307597
590,13.89940214348665
591,14.255453369862195
592,11.202007789765709
593,11.696855357159944
594,11.033168598401897
595,12.903946195807153
596,11.905261272903417
597,9.661338891265459
598,10.27407234244716
599,9.49491674995147
600,10.82245921124364
601,10.718553966601677
602,8.813942955493932
603,8.5341236299776
604,10.39741403162901
605,8.892316958222786
606,10.152836333605102
607,10.18973567466743
608,9.897270793455363
609,10.567554124687438
610,9.388682231081605
611,10.244149742691691
612,11.978427978592046
613,11.69054622976764
614,15.037358388834235
615,15.109005579511036
616,14.971727535059644
617,14.964299627636867
618,16.022945144526393
619,16.876158645649987
620,18.635910623376684
621,16.975446744355583
622,20.2277434275807
623,20.1937936985443
624,22.948849939503088
625,22.51238376083343
626,24.050239634322068
627,23.2287177433599
628,23.847333225397342
629,21.18394594592471
630,23.489244083054746
631,23.931890769414405
632,24.025739343473976
633,22.38967340659588
634,24.603042143846928
635,23.508558354771328
636,24.7128495699728
637,23.378616239604106
638,22.28308328592833
639,22.215851327718212
640,21.532837943585367
641,21.6300217936911
642,19.641041693312182
643,19.28407259179246
644,17.15410805473625
645,20.393840948287657
646,16.55377485419699
647,16.219178697599506
648,14.505194464397384
649,15.094952720681587
650,17.270081928537085
651,16.21136725791115
652,15.980544240408184
653,15.969467408447438
654,17.667009509928015
655,16.129800853567026
656,17.891556480588303
657,17.50278180080241
658,18.346914269959683
659,18.243802063235407
660,20.46648351190904
661,20.713739877943425
662,20.268702611572127
663,22.55224111283903
664,21.181424656495565
665,23.27834974224687
666,24.981516873450527
667,22.33103592366974
668,26.043240622492757
669,27.26579977420094
670,25.958832372189075
671,26.812844777365747
672,27.938475660087686
673,26.50327137395091
674,26.912673682294063
675,26.935241275588297
676,26.89063150036577
677,26.89219927324591
678,26.95412835890395
679,26.28432173616502
680,26.253921601302377
681,25.039995983823886
682,25.761673963264286
683,26.42270222777284
684,26.81386536589036
685,25.176701787275306
686,23.386507813478875
687,21.718404152744764
688,21.252680474193355
689,22.7547443826213
690,21.54678923793411
691,20.640486877853014
692,23.096085820582246
693,19.87903262615333
694,20.664764617434276
695,20.20970127245781
696,19.280443678439457
697,17.51412371105348
698,17.840434803722346
699,19.970130734613754
700,18.652851121020994
701,18.250779636690744
702,15.814060543068207
703,17.12646978384101
704,18.10980158335375
705,18.43733577192276
706,16.877097542896134
707,14.849689963423774
708,17.789568539273915
709,16.15895914516662
710,15.897561573764396
711,17.08319885781911
712,16.38313705259686
713,16.480684794905244
714,17.284847841223733
715,17.05774600885402
716,16.705520071316588
717,17.341962470402482
718,17.104660001824428
719,15.825446548770776
720,17.099424260675402
721,18.06136490894383
722,14.654320373663015
723,17.22100041875744
724,18.711188254522042
725,18.634079820696023
726,17.73740613140242
727,18.179439276540354
728,21.413997064238657
729,18.868534191646845
730,19.397304887604925
731,18.964782723894956
732,20.073188470488148
733,20.337242966157703
734,22.12972559137241
735,21.026012700342648
736,22.317849738189853
737,22.08632292399725
738,23.14473702546292
739,23.12518558441726
740,22.116526217321468
741,23.168555178410312
742,23.866577708582202
743,24.3047765647914
744,23.52011152551065
745,23.056144273140564
746,23.642154750400625
747,23.62259989044679
748,22.369572041320414
749,21.61112000910366
750,21.619631497942645
751,18.85654464878642
752,20.486357243345704
753,19.27095726860038
754,19.359117096504217
755,19.839339526158568
756,17.611602575657386
757,15.403274292511819
758,13.684638480618867
759,15.181427376202992
760,14.17947569259304
761,12.501151702432859
762,12.585992717786263
763,12.04472002710082
764,11.253940780861074
765,11.915825166227535
766,13.219522114471848
767,11.741792048035576
768,11.197018885618267
769,12.915680737113997
770,13.17181853132564
771,10.574048589488282
772,12.706771069267415
773,12.248438960640232
774,14.061949208564103
775,14.075220230376406
776,12.89178526012142
777,15.83995097404977
778,14.75235720201111
779,16.59558317383902
780,17.116372722544725
781,19.728865641617272
782,18.952004017305814
783,17.300723310104964
784,18.72744900995931
785,21.130668497798496
786,19.76582583061846
787,21.658677930018822
788,21.7571720081574
789,22.268466484293878
790,20.392938109683556
791,21.723400605499407
792,21.66507083799363
793,21.80221920105402
794,22.49529027922912
795,20.53699593686901
796,21.719176065100235
797,21.353642874611182
798,20.578680730476673
799,20.734620076549557
800,20.450570566867714
801,18.888863161236237
802,20.24151523263189
803,18.12347050618597
804,18.159883173064742
805,18.518569605323776
806,18.481967934919616
807,16.014984119988505
808,17.71747761584405
809,13.249200390499038
810,15.649517458709324
811,13.437740308107193
812,15.759029902365153
813,14.887867588127676
814,13.067217049750099
815,12.820100940262797
816,15.580020373500997
817,15.19608669041121
818,10.286498083545778
819,13.550104002512754
820,15.582909771424054
821,13.760651608385233
822,12.718262833160379
823,14.508188465266711
824,12.446779325263066
825,14.266244237542118
826,13.754450148780352
827,14.475133719004369
828,13.348421622865445
829,13.627927048018934
830,13.659498026196301
831,12.23067156174234
832,15.330934480285023
833,12.323211487006525
834,14.224548787284647
835,12.156467194451256
836,13.14413480092928
837,15.514925749821954
838,13.396982378354032
839,15.193195158805038
840,14.826959861825548
841,14.256204970090762
842,15.678209957340927
843,16.27500198645079
844,16.968531879866763
845,16.35289174217399
846,15.852060881010672
847,17.95820919081115
848,16.827661152682065
849,19.464785028828103
850,18.852616457481112
851,19.428248363465055
852,19.914631926448845
853,19.303616939874377
854,21.860490579409834
855,20.229438770448876
856,19.905324749711944
857,21.2426908630076
858,23.637514836206122
859,20.352317169016178
860,22.631037911489578
861,22.024193776331874
862,23.831293281843486
863,22.381154284397237
864,25.013972652106947
865,22.680461447830353
866,24.085172367649054
867,24.58714768186612
868,24.100288047639275
869,24.219193706125814
870,23.51986224163737
871,25.303687607002455
872,24.16140264250649
873,23.61551043839952
874,23.834218520737725
875,25.046215677289403
876,24.718079411233777
877,23.952810093558853
878,24.135344086579035
879,24.7548538055733
880,27.001987632211623
881,24.74448383649737
882,24.924469707194262
883,25.55244202441354
884,24.90085047257012
885,25.17313354991849
886,24.189930105917192
887,25.734435670886317
888,24.8231481125024
889,25.70070570311229
890,25.559430768767616
891,24.202765860092228
892,25.442294202131894
893,21.616777819387572
894,23.587760923204634
895,22.641277385000006
896,25.109393624697212
897,21.96085712922432
898,24.201020523674806
899,23.751497081540798
900,24.150557551490355
901,22.899652076855766
902,21.826546300953762
903,20.911322876415156
904,19.93212995817422
905,20.92118408193509
906,20.005566574407233
907,21.16509049257189
908,20.230989082644854
909,19.02486579436241
910,21.297007832589774
911,18.903534867557106
912,19.087890217096444
913,16.864862866111245
914,19.844859003500822
915,17.952366927899757
916,16.92000912722449
917,19.556057636561135
918,19.06853236175258
919,15.9202050203462
920,17.633872347734318
921,18.1437325728306
922,17.98423560404241
923,17.3793664693999
924,17.151860772248813
925,17.446739255075688
926,16.574570941306245
927,17.170687575896782
928,15.298180370257107
929,17.953019583982833
930,18.066490723229464
931,16.37959451443682
932,18.381922740710134
933,17.411318335012194
934,17.765371679972983
935,18.391804506196408
936,19.11263093133246
937,19.408019345824542
938,19.50551265317759
939,20.470842926849738
940,19.556937351441327
941,21.439019905937414
942,20.82756430946626
943,20.727062543978974
944,19.348014425102143
945,21.096916914964144
946,21.00100988422145
947,22.59685615305564
948,21.970091350842225
949,20.606295610605326
950,20.846837227395316
951,21.21172805632865
952,20.627142051163187
953,21.549784609308755
954,21.6840844442386
955,22.567947225579648
956,20.816795377610642
957,21.68577374995984
958,20.80187497169173
959,20.261303794379653
960,21.293932278242668
961,20.6896824188331
962,19.112153661017715
963,21.218877999738584
964,20.4633799013969
965,18.049844836761885
966,18.593581397233496
967,17.930093454573438
968,18.928368960808495
969,19.035409262588747
970,19.93901677502032
971,19.190946261022177
972,17.824784889976225
973,20.03920574913145
974,18.99300577779726
975,18.052448570688483
976,17.915589726606527
977,18.287943513371506
978,19.072458533085094
979,20.24772873022925
980,20.00507603409538
981,19.209827531991614
982,17.48384166289585
983,17.741265535725177
984,19.82948146605473
985,20.00159077761352
986,18.42841873938257
987,21.03499686407261
988,20.63269755410315
989,19.937366138240627
990,18.66549800911393
991,19.19285735271249
992,20.581117709493732
993,19.122838730891413
994,18.944921703904033
995,20.69987188926428
996,17.253551231918664
997,17.872428913547992
998,17.77458950597302
999,18.459406199179842
1000,18.822560356732566
1001,17.558367026175826
1002,19.47830693578992
1003,21.94644436817829
1004,21.21849298961597
1005,20.425194620858804
1006,20.04189762073747
1007,20.90242079682271
1008,22.152244779016645
1009,21.05295827206963
1010,21.525357655972396
1011,21.7255054142874
1012,21.50411404964732
1013,24.61205458209342
1014,22.25357870482492
1015,21.332533808033418
1016,23.395275104915502
1017,23.01575311185097
1018,22.547269999078363
1019,25.4181215251229
1020,25.58383204595861
1021,23.670458972190076
1022,22.802877137741373
1023,23.785668278717928
1024,24.994035026845587
1025,23.135330727275917
1026,24.624315665024103
1027,24.20360136687558
1028,23.652639330637637
1029,21.72534575300458
1030,24.55191490971096
1031,22.268265066825595
1032,22.366666233761325
1033,21.69370261804218
1034,21.34849051027351
1035,20.276806848444117
1036,21.158746157506435
1037,20.4401602046774
1038,20.33745326716292
1039,20.854800455112912
1040,20.363835638364712
1041,18.06147897508957
1042,19.66080477564829
1043,20.38975877036866
1044,18.63998156363987
1045,17.103312559475555
1046,19.922635339117228
1047,17.253271382760243
1048,17.703999828412254
1049,17.37950264695236
1050,16.834587399874827
1051,17.845255614928345
1052,17.27738449197956
1053,18.764806733025797
1054,18.619941084548252
1055,17.333935790715273
1056,19.046870104814555
1057,16.478039597312176
1058,18.40171608603719
1059,18.302558862842993
1060,19.937422501816833
1061,17.36912889500213
1062,19.606809122573914
1063,20.424602184396612
1064,18.923886433389615
1065,17.70149150325223
1066,18.98431616392398
1067,18.22533165159872
1068,19.736202166370255
1069,21.56768771945066
1070,19.587780617916547
1071,20.626638268173643
1072,20.83950325354869
1073,19.62717352836028
1074,18.414604745792005
1075,20.210038106966664
1076,21.239568935035848
1077,19.217271919918396
1078,20.397128515398354
1079,20.66083915891571
1080,20.215944842789266
1081,20.23822986375311
1082,18.729266189983885
1083,19.95438077675376
1084,20.57825718485218
1085,20.308362893777865
1086,21.127982137842537
1087,21.240770229546893
1088,20.670108123945752
1089,19.73997556945913
1090,21.243383110551544
1091,18.898763684995235
1092,20.076013966952768
1093,17.95116988866717
1094,18.563167491492543
1095,19.517209715915676
1096,19.21407951261317
1097,19.120458718750058
1098,19.947018757952062
1099,19.419884698846566
1100,18.545069304487175
1101,17.232442096563243
1102,18.28442812372961
1103,18.012749049831775
1104,17.328531712684427
1105,17.660038096613516
1106,15.413119868978399
1107,16.81967871573288
1108,16.802213112503562
1109,17.821430657441336
1110,16.41338766282944
1111,16.54629529455212
1112,18.827261913113123
1113,16.932836967605432
1114,17.542139047781212
1115,18.670761285608044
1116,19.474798164145078
1117,17.615599895254096
1118,18.633395099055548
1119,18.715715918082118
1120,18.11437492321115
1121,18.622519980564796
1122,20.679517386595425
1123,20.005964753234224
1124,21.751643546962754
1125,20.539827573162697
1126,22.3550918657928
1127,19.441424708932978
1128,19.887666591385337
1129,21.019412705547914
1130,20.03978328811289
1131,20.96630542977969
1132,21.154846832364754
1133,22.57582856559779
1134,23.177007546102374
1135,22.6099423718194
1136,21.609200817389645
1137,23.365935177360168
1138,23.74747666921425
1139,22.38014717927943
1140,22.448178351715562
1141,23.7234730425571
1142,23.839313489335346
1143,22.218069143980898
1144,21.289598299211182
1145,24.719908952582845
1146,24.31651329360419
1147,24.634878400081735
1148,25.594113603490392
1149,23.01947558520831
1150,25.73278534482259
1151,24.83250495321671
1152,25.8594093563255
1153,26.699249522595878
1154,26.649691914331346
1155,24.594836279876738
1156,25.67842595761032
1157,28.428780172870873
1158,26.382302315947463
1159,27.72587330695594
1160,26.99035919922339
1161,27.44677731179498
1162,27.116336182722264
1163,25.7556302582339
1164,27.208506605864102
1165,24.773187376231643
1166,25.951552398113225
1167,26.566076254550502
1168,26.0957103266097
1169,25.47844158851715
1170,24.481298646227778
1171,26.38168946848229
1172,24.136695380420623
1173,25.568986354380716
1174,25.194987256941648
1175,23.28255433018317
1176,22.98613389326215
1177,21.918555510397145
1178,21.66397034075532
1179,21.852457786692973
1180,20.347900056896364
1181,21.615583896856027
1182,20.886752712669786
1183,20.70376205882978
1184,20.142856621910312
1185,20.876992323215315
1186,21.060315869581608
1187,20.282769257849566
1188,20.00777325452511
1189,22.85363493443875
1190,22.603016886562923
1191,22.817397670350992
1192,21.44709599988556
1193,21.3020229541528
1194,23.387548133147494
1195,23.554487350591753
1196,25.84712379558256
1197,24.510879561198742
1198,25.624079391278887
1199,28.718862713457348
1200,26.410846231096517
1201,26.778750916965638
1202,26.683096578115613
1203,27.40317878036834
1204,29.813709906360142
1205,28.906200886905236
1206,29.819098084136822
1207,30.330714427723546
1208,29.68926465333424
1209,29.92789424055821
1210,30.967733821518515
1211,30.054659581253954
1212,30.819479505967152
1213,32.09173785950525
1214,30.828563828000462
1215,29.889168986695957
1216,29.361543509483017
1217,29.595584405702127
1218,27.95309118170718
1219,30.163730856240672
1220,31.02227069383483
1221,28.84133987255618
1222,27.840176653774392
1223,28.996838792375016
1224,25.98690202756842
1225,27.723233067114805
1226,27.758193956049045
1227,26.031698632049768
1228,27.627837781426354
1229,27.87927301844839
1230,28.032552222197978
1231,25.142060951417008
1232,25.587818689561544
1233,22.44505330517465
1234,25.214190425765167
1235,25.074610131576716
1236,24.425841213505993
1237,23.46911707741273
1238,24.36966713167892
1239,24.452670378734975
1240,23.591749770410544
1241,23.121414388607437
1242,25.53192175967439
1243,24.53939352604299
1244,24.769598860649186
1245,24.24522235135563
1246,25.58913842683885
1247,21.73755823669305
1248,24.21055902776887
1249,24.836071382881585
1250,23.707080696942917
1251,22.91163866952681
1252,23.195990031487053
1253,21.63137841846394
1254,21.162807508553104
1255,23.002779176567547
1256,22.834875357471063
1257,21.089593583309586
1258,23.197641846484924
1259,21.443684986703378
1260,20.797609997867585
1261,21.044926212056307
1262,17.965230227178026
1263,19.661085916578784
1264,20.394140402962826
1265,19.07237749737651
1266,20.317404671069642
1267,20.249410097841036
1268,19.27027444054726
1269,18.577673014874165
1270,19.75382275546106
1271,18.92734937324088
1272,18.75621164464553
1273,19.351843894144235
1274,18.49508970814382
1275,18.55597888480963
1276,19.713399379519785
1277,19.044983724067155
1278,18.698171301471753
1279,20.31413768757189
1280,20.61209615615176
1281,19.182897271013353
1282,21.271482143131067
1283,21.794510613324924
1284,20.738429092178396
1285,21.740021569656754
1286,23.567138986889766
1287,23.673236712336227
1288,24.786162630091848
1289,24.01915211036771
1290,25.9415572051125
1291,26.0424462723065
1292,25.510210383300656
1293,24.334563730775383
1294,25.69533788291805
1295,26.591659658685955
1296,24.74845019669884
1297,28.847955402452733
1298,28.153798513754822
1299,25.919811789271044
1300,26.20893601961579
1301,26.641066820739134
1302,26.445994471459368
1303,27.559338669128042
1304,24.804282767853778
1305,25.594779469193956
1306,26.629512437132096
1307,25.864584434551794
1308,24.648840485699505
1309,25.082393429674607
1310,24.688952853372403
1311,24.574913647037004
1312,26.477646787657356
1313,25.267723407940117
1314,23.485116141323772
1315,22.695228916585926
1316,23.72485478467617
1317,21.92774233486386
1318,22.046348336196026
1319,21.47236605556274
1320,21.641092107509795
1321,18.993801585404736
1322,20.095129832946554
1323,21.98879831747465
1324,21.996599734221814
1325,16.87828549774
1326,21.22555256288463
1327,18.892912330706586
1328,20.459417164078964
1329,19.012993231543895
1330,20.001453670059696
1331,19.481614580552307
1332,19.696431068040745
1333,18.977141011372343
1334,19.389548223083878
1335,20.252252877725464
1336,17.578032411805637
1337,19.7233803304299
1338,18.632914736368516
1339,18.58962490779443
1340,20.25508604558201
1341,19.246397419470316
1342,21.626118342378312
1343,19.358492651916315
1344,21.236735651471882
1345,21.61944479754839
1346,19.890220433088874
1347,20.43481606112498
1348,23.46146199952211
1349,22.04500512177826
1350,21.404838217323586
1351,23.08954076211994
1352,22.84272284744222
1353,24.276467884749735
1354,23.898198366125314
1355,24.634965753467984
1356,24.78706927676492
1357,24.50710056198688
1358,23.891186337748326
1359,24.569375750699898
1360,25.97034694323622
1361,25.03349430215935
